product_type,plan_name,gender,smoker_status,entry_age,policy_term_years,sum_assured_inr,annual_premium_inr,monthly_premium_inr,premium_per_1000_sa,loading_class,extra_loading_pct,final_annual_premium_inr,notes
Term Life,VitaShield Term,Male,Non-Smoker,30,10,10000000,15000,1300,1.5,Standard,0,15000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,30,15,10000000,15000,1625,1.5,Class I,25,18750,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,30,20,10000000,16200,1755,1.62,Class I,25,20250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,30,25,10000000,17200,1863,1.72,Class I,25,21500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,30,30,10000000,18300,1586,1.83,Standard,0,18300,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,30,10,25000000,37500,4062,1.5,Class I,25,46875,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,30,15,25000000,37500,4062,1.5,Class I,25,46875,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,30,20,25000000,40500,4387,1.62,Class I,25,50625,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,30,25,25000000,43000,4658,1.72,Class I,25,53750,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,30,30,25000000,45750,4956,1.83,Class I,25,57187,Non-smoker rates
Term Life,VitaShield Term,Male,Smoker,30,10,500000,1085,117,2.17,Class I,25,1356,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,15,500000,1085,117,2.17,Class I,25,1356,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,20,500000,1175,101,2.35,Standard,0,1175,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,25,500000,1250,135,2.5,Class I,25,1562,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,30,500000,1325,114,2.65,Standard,0,1325,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,10,1000000,2170,188,2.17,Standard,0,2170,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,15,1000000,2170,235,2.17,Class I,25,2712,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,20,1000000,2350,203,2.35,Standard,0,2350,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,25,1000000,2500,216,2.5,Standard,0,2500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,30,1000000,2650,229,2.65,Standard,0,2650,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,10,2500000,5425,470,2.17,Standard,0,5425,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,15,2500000,5425,470,2.17,Standard,0,5425,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,20,2500000,5875,509,2.35,Standard,0,5875,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,25,2500000,6250,541,2.5,Standard,0,6250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,30,2500000,6625,574,2.65,Standard,0,6625,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,10,5000000,10850,940,2.17,Standard,0,10850,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,15,5000000,10850,940,2.17,Standard,0,10850,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,20,5000000,11750,1272,2.35,Class I,25,14687,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,25,5000000,12500,1083,2.5,Standard,0,12500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,30,5000000,13250,1148,2.65,Standard,0,13250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,10,10000000,21700,2350,2.17,Class I,25,27125,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,15,10000000,21700,2350,2.17,Class I,25,27125,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,20,10000000,23500,2545,2.35,Class I,25,29375,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,25,10000000,25000,2166,2.5,Standard,0,25000,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,30,10000000,26500,2296,2.65,Standard,0,26500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,10,25000000,54250,4701,2.17,Standard,0,54250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,15,25000000,54250,5877,2.17,Class I,25,67812,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,20,25000000,58750,5091,2.35,Standard,0,58750,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,25,25000000,62500,5416,2.5,Standard,0,62500,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,30,30,25000000,66250,7177,2.65,Class I,25,82812,Smoker loading applied
Term Life,VitaShield Term,Female,Non-Smoker,30,10,500000,690,74,1.38,Class I,25,862,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,15,500000,690,74,1.38,Class I,25,862,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,20,500000,745,64,1.49,Standard,0,745,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,25,500000,795,68,1.59,Standard,0,795,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,30,500000,840,72,1.68,Standard,0,840,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,10,1000000,1380,119,1.38,Standard,0,1380,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,15,1000000,1380,149,1.38,Class I,25,1725,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,20,1000000,1490,129,1.49,Standard,0,1490,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,25,1000000,1590,137,1.59,Standard,0,1590,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,30,1000000,1680,182,1.68,Class I,25,2100,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,10,2500000,3449,373,1.38,Class I,25,4311,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,15,2500000,3449,373,1.38,Class I,25,4311,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,20,2500000,3725,322,1.49,Standard,0,3725,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,25,2500000,3975,430,1.59,Class I,25,4968,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,30,2500000,4200,364,1.68,Standard,0,4200,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,10,5000000,6899,747,1.38,Class I,25,8623,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,15,5000000,6899,747,1.38,Class I,25,8623,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,20,5000000,7450,645,1.49,Standard,0,7450,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,25,5000000,7950,861,1.59,Class I,25,9937,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,30,5000000,8400,910,1.68,Class I,25,10500,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,10,10000000,13799,1494,1.38,Class I,25,17248,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,15,10000000,13799,1195,1.38,Standard,0,13799,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,20,10000000,14900,1614,1.49,Class I,25,18625,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,25,10000000,15900,1378,1.59,Standard,0,15900,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,30,10000000,16800,1820,1.68,Class I,25,21000,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,10,25000000,34500,3737,1.38,Class I,25,43125,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,15,25000000,34500,3737,1.38,Class I,25,43125,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,20,25000000,37250,4035,1.49,Class I,25,46562,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,25,25000000,39750,4306,1.59,Class I,25,49687,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,30,30,25000000,42000,4550,1.68,Class I,25,52500,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Smoker,30,10,500000,1000,86,2.0,Standard,0,1000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,15,500000,1000,86,2.0,Standard,0,1000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,20,500000,1080,117,2.16,Class I,25,1350,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,25,500000,1150,124,2.3,Class I,25,1437,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,30,500000,1220,105,2.44,Standard,0,1220,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,10,1000000,2000,216,2.0,Class I,25,2500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,15,1000000,2000,216,2.0,Class I,25,2500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,20,1000000,2160,234,2.16,Class I,25,2700,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,25,1000000,2300,199,2.3,Standard,0,2300,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,30,1000000,2440,264,2.44,Class I,25,3050,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,10,2500000,5000,541,2.0,Class I,25,6250,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,15,2500000,5000,433,2.0,Standard,0,5000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,20,2500000,5400,585,2.16,Class I,25,6750,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,25,2500000,5750,498,2.3,Standard,0,5750,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,30,2500000,6100,660,2.44,Class I,25,7625,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,10,5000000,10000,1083,2.0,Class I,25,12500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,15,5000000,10000,1083,2.0,Class I,25,12500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,20,5000000,10800,1170,2.16,Class I,25,13500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,25,5000000,11500,1245,2.3,Class I,25,14375,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,30,5000000,12200,1057,2.44,Standard,0,12200,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,10,10000000,20000,1733,2.0,Standard,0,20000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,15,10000000,20000,1733,2.0,Standard,0,20000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,20,10000000,21600,1872,2.16,Standard,0,21600,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,25,10000000,23000,2491,2.3,Class I,25,28750,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,30,10000000,24400,2643,2.44,Class I,25,30500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,10,25000000,50000,4333,2.0,Standard,0,50000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,15,25000000,50000,5416,2.0,Class I,25,62500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,20,25000000,54000,5850,2.16,Class I,25,67500,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,25,25000000,57499,6228,2.3,Class I,25,71873,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,30,30,25000000,61000,5286,2.44,Standard,0,61000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Male,Non-Smoker,33,10,500000,1000,86,2.0,Standard,0,1000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,15,500000,1000,108,2.0,Class I,25,1250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,20,500000,1080,93,2.16,Standard,0,1080,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,25,500000,1150,124,2.3,Class I,25,1437,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,30,500000,1220,105,2.44,Standard,0,1220,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,10,1000000,2000,216,2.0,Class I,25,2500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,15,1000000,2000,216,2.0,Class I,25,2500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,20,1000000,2160,234,2.16,Class I,25,2700,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,25,1000000,2300,249,2.3,Class I,25,2875,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,30,1000000,2440,264,2.44,Class I,25,3050,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,10,2500000,5000,541,2.0,Class I,25,6250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,15,2500000,5000,541,2.0,Class I,25,6250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,20,2500000,5400,585,2.16,Class I,25,6750,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,25,2500000,5750,622,2.3,Class I,25,7187,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,30,2500000,6100,660,2.44,Class I,25,7625,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,10,5000000,10000,1083,2.0,Class I,25,12500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,15,5000000,10000,866,2.0,Standard,0,10000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,20,5000000,10800,936,2.16,Standard,0,10800,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,25,5000000,11500,996,2.3,Standard,0,11500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,30,5000000,12200,1321,2.44,Class I,25,15250,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,10,10000000,20000,1733,2.0,Standard,0,20000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,15,10000000,20000,1733,2.0,Standard,0,20000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,20,10000000,21600,1872,2.16,Standard,0,21600,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,25,10000000,23000,1993,2.3,Standard,0,23000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,30,10000000,24400,2643,2.44,Class I,25,30500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,10,25000000,50000,5416,2.0,Class I,25,62500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,15,25000000,50000,5416,2.0,Class I,25,62500,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,20,25000000,54000,4680,2.16,Standard,0,54000,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,25,25000000,57499,4983,2.3,Standard,0,57499,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,33,30,25000000,61000,6608,2.44,Class I,25,76250,Non-smoker rates
Term Life,VitaShield Term,Male,Smoker,33,10,500000,1450,125,2.9,Standard,0,1450,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,15,500000,1450,157,2.9,Class I,25,1812,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,20,500000,1565,135,3.13,Standard,0,1565,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,25,500000,1665,180,3.33,Class I,25,2081,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,30,500000,1770,153,3.54,Standard,0,1770,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,10,1000000,2900,251,2.9,Standard,0,2900,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,15,1000000,2900,314,2.9,Class I,25,3625,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,20,1000000,3130,271,3.13,Standard,0,3130,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,25,1000000,3330,288,3.33,Standard,0,3330,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,30,1000000,3540,383,3.54,Class I,25,4425,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,10,2500000,7250,628,2.9,Standard,0,7250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,15,2500000,7250,785,2.9,Class I,25,9062,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,20,2500000,7825,678,3.13,Standard,0,7825,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,25,2500000,8325,721,3.33,Standard,0,8325,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,30,2500000,8850,958,3.54,Class I,25,11062,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,10,5000000,14500,1570,2.9,Class I,25,18125,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,15,5000000,14500,1570,2.9,Class I,25,18125,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,20,5000000,15650,1695,3.13,Class I,25,19562,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,25,5000000,16650,1803,3.33,Class I,25,20812,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,30,5000000,17700,1534,3.54,Standard,0,17700,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,10,10000000,29000,2513,2.9,Standard,0,29000,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,15,10000000,29000,3141,2.9,Class I,25,36250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,20,10000000,31300,3390,3.13,Class I,25,39125,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,25,10000000,33300,2886,3.33,Standard,0,33300,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,30,10000000,35400,3068,3.54,Standard,0,35400,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,10,25000000,72500,7854,2.9,Class I,25,90625,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,15,25000000,72500,7854,2.9,Class I,25,90625,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,20,25000000,78250,6781,3.13,Standard,0,78250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,25,25000000,83250,7215,3.33,Standard,0,83250,Smoker loading applied
Term Life,VitaShield Term,Male,Smoker,33,30,25000000,88500,7670,3.54,Standard,0,88500,Smoker loading applied
Term Life,VitaShield Term,Female,Non-Smoker,33,10,500000,920,79,1.84,Standard,0,920,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,15,500000,920,99,1.84,Class I,25,1150,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,20,500000,995,86,1.99,Standard,0,995,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,25,500000,1060,91,2.12,Standard,0,1060,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,30,500000,1120,97,2.24,Standard,0,1120,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,10,1000000,1840,199,1.84,Class I,25,2300,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,15,1000000,1840,159,1.84,Standard,0,1840,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,20,1000000,1990,215,1.99,Class I,25,2487,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,25,1000000,2120,229,2.12,Class I,25,2650,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,30,1000000,2240,242,2.24,Class I,25,2800,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,10,2500000,4600,498,1.84,Class I,25,5750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,15,2500000,4600,498,1.84,Class I,25,5750,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,20,2500000,4975,538,1.99,Class I,25,6218,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,25,2500000,5300,459,2.12,Standard,0,5300,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,30,2500000,5600,485,2.24,Standard,0,5600,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,10,5000000,9200,797,1.84,Standard,0,9200,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,15,5000000,9200,797,1.84,Standard,0,9200,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,20,5000000,9950,1077,1.99,Class I,25,12437,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,25,5000000,10600,918,2.12,Standard,0,10600,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,30,5000000,11200,970,2.24,Standard,0,11200,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,10,10000000,18400,1594,1.84,Standard,0,18400,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,15,10000000,18400,1594,1.84,Standard,0,18400,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,20,10000000,19900,1724,1.99,Standard,0,19900,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,25,10000000,21200,1837,2.12,Standard,0,21200,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,30,10000000,22400,1941,2.24,Standard,0,22400,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,10,25000000,46000,4983,1.84,Class I,25,57500,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,15,25000000,46000,4983,1.84,Class I,25,57500,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,20,25000000,49750,5389,1.99,Class I,25,62187,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,25,25000000,53000,5741,2.12,Class I,25,66250,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Non-Smoker,33,30,25000000,56000,4853,2.24,Standard,0,56000,Female discount applied; Non-smoker rates
Term Life,VitaShield Term,Female,Smoker,33,10,500000,1335,115,2.67,Standard,0,1335,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,15,500000,1335,144,2.67,Class I,25,1668,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,20,500000,1440,156,2.88,Class I,25,1800,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,25,500000,1535,166,3.07,Class I,25,1918,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,30,500000,1625,140,3.25,Standard,0,1625,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,10,1000000,2670,231,2.67,Standard,0,2670,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,15,1000000,2670,289,2.67,Class I,25,3337,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,20,1000000,2880,249,2.88,Standard,0,2880,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,25,1000000,3070,332,3.07,Class I,25,3837,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,30,1000000,3250,281,3.25,Standard,0,3250,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,10,2500000,6675,578,2.67,Standard,0,6675,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,15,2500000,6675,578,2.67,Standard,0,6675,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,20,2500000,7200,780,2.88,Class I,25,9000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,25,2500000,7675,665,3.07,Standard,0,7675,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,30,2500000,8125,704,3.25,Standard,0,8125,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,10,5000000,13350,1157,2.67,Standard,0,13350,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,15,5000000,13350,1157,2.67,Standard,0,13350,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,20,5000000,14400,1560,2.88,Class I,25,18000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,25,5000000,15350,1662,3.07,Class I,25,19187,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,30,5000000,16250,1760,3.25,Class I,25,20312,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,10,10000000,26700,2314,2.67,Standard,0,26700,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,15,10000000,26700,2892,2.67,Class I,25,33375,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,20,10000000,28800,3120,2.88,Class I,25,36000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,25,10000000,30700,3325,3.07,Class I,25,38375,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,30,10000000,32500,3520,3.25,Class I,25,40625,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,10,25000000,66750,7231,2.67,Class I,25,83437,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,15,25000000,66750,7231,2.67,Class I,25,83437,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,20,25000000,72000,6240,2.88,Standard,0,72000,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,25,25000000,76750,6651,3.07,Standard,0,76750,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Female,Smoker,33,30,25000000,81250,8802,3.25,Class I,25,101562,Female discount applied; Smoker loading applied
Term Life,VitaShield Term,Male,Non-Smoker,36,10,500000,1400,151,2.8,Class I,25,1750,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,36,15,500000,1400,151,2.8,Class I,25,1750,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,36,20,500000,1510,130,3.02,Standard,0,1510,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,36,25,500000,1610,139,3.22,Standard,0,1610,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,36,30,500000,1710,148,3.42,Standard,0,1710,Non-smoker rates
Term Life,VitaShield Term,Male,Non-Smoker,36,10,1000000,2800,242,2.8,Standard,0,2800,Non-smoker rates
